"OEM","Slice","GroundTruth","ExpectedCategory","ExpectedSystem","GoodTokens","CorrectClass","FailReason","Total","FirstDesc","FirstBrand","FirstCategory","AftermarketCount","OEMNumbersCount","HasSupersession","ReplTotal","ElapsedS","IsTimeout"
"99246-P1100","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.72","False"
"65597-P0000","real_hk_coarse","exists","Fender & Side Body","Body","fender,side,body","FP","WRONG-PART: expected 'fender,side,body' but got 'BRKT ASSY - BATTERY MTG RR'","1","BRKT ASSY - BATTERY MTG RR","Hyundai / KIA","Body / Fender & Side Body","0","0","False","0","3.12","False"
"86636-P2010","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Washer Fluid Jet, headlight cleaning (Front Right)'","2","Washer Fluid Jet, headlight cleaning (Front Right)","Hyundai / KIA","Electrical / Headlight Assembly","0","0","False","0","2.26","False"
"99110-Q5600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.72","False"
"97788-P0000","real_hk_coarse","exists","A/C Hose & Pipe","HVAC","hose,pipe","FN","no results","0","","","","0","0","False","0","4.07","False"
"91655-AT040","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'WIRING ASSY - TAIL GATE EXTN'","1","WIRING ASSY - TAIL GATE EXTN","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.32","False"
"80702-CV500","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.79","False"
"92409-Q5500","real_hk_coarse","exists","Tail Light Assembly","Electrical","tail,light,assembly","FP","WRONG-PART: expected 'tail,light,assembly' but got 'Charger, charging system (Rear)'","2","Charger, charging system (Rear)","Hyundai / KIA"," / Charger, charging system","0","0","False","0","3.09","False"
"65587-R0000","real_hk_coarse","exists","Fender & Side Body","Body","fender,side,body","FP","WRONG-PART: expected 'fender,side,body' but got 'BRACKET ASSY - RR SEAT MTG,RH'","1","BRACKET ASSY - RR SEAT MTG,RH","Hyundai / KIA","Body / Fender & Side Body","0","0","False","0","2.27","False"
"99211-S9160","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.87","False"
"45625-4G100","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'PISTON - LOWER &amp; REVERSE BRAKE'","1","PISTON - LOWER &amp; REVERSE BRAKE","Hyundai / KIA","Transmission / Manual Transmission","0","0","False","0","2.31","False"
"62470-R0000","real_hk_coarse","exists","Front Structure","Body","front,structure","FP","WRONG-PART: expected 'front,structure' but got 'STAY LH'","1","STAY LH","Hyundai / KIA","Body / Front Structure","0","0","False","0","2.16","False"
"99140-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.82","False"
"86671-S9100","real_hk_coarse","exists","Mirrors","Body","mirrors","FN","no results","0","","","","0","0","False","0","4.14","False"
"09501-C9150","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"25333-P2000","real_hk_coarse","exists","Fuel Injector","Engine","fuel,injector","FP","WRONG-PART: expected 'fuel,injector' but got 'Mounting, radiator'","2","Mounting, radiator","Hyundai / KIA","Cooling / Radiator","0","0","False","0","2.24","False"
"99110-G5600","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.77","False"
"87110-1G210","real_hk_coarse","exists","Mouldings & Trim","Body","mouldings,trim","FP","WRONG-PART: expected 'mouldings,trim' but got 'Rear Windscreen for Hyundai Accent (2010-2017)'","2","Rear Windscreen for Hyundai Accent (2010-2017)","Hyundai","/ Rear Windscreen","0","0","False","0","2.27","False"
"11412-10161","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","1.05","False"
"77003-R5001","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.5","False"
"47425-2N000","real_hk_coarse","exists","Transfer Case","Drivetrain","transfer,case","FP","WRONG-PART: expected 'transfer,case' but got 'O - RING'","1","O - RING","Hyundai / KIA","Drivetrain / Transfer Case","0","0","False","0","2.22","False"
"99216-CV000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"37562-P4000","real_hk_coarse","exists","Ignition System","Electrical","ignition,system","FP","WRONG-PART: expected 'ignition,system' but got 'WIRING HARNESS - TEMPERATURE SEN'","1","WIRING HARNESS - TEMPERATURE SEN","Hyundai / KIA","Electrical / Ignition System","0","0","False","0","2.12","False"
"77111-H8000","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.75","False"
"36115-3C240","real_hk_coarse","exists","Starter Motor","Electrical","starter,motor","FP","WRONG-PART: expected 'starter,motor' but got 'PACKING'","1","PACKING","Hyundai / KIA","Electrical / Starter Motor","0","0","False","0","3.13","False"
"35310-2T000","real_hk_coarse","exists","Drive Shaft / CV Joint","Drivetrain","drive,shaft,joint","FP","WRONG-PART: expected 'drive,shaft,joint' but got 'Injector for Kia Optima (2010-2015)'","2","Injector for Kia Optima (2010-2015)","Kia","/ Injector","0","0","False","0","3.16","False"
"46780-2K700","real_hk_coarse","exists","Auto Transmission Control","Transmission","auto,transmission,control","FP","WRONG-PART: expected 'auto,transmission,control' but got 'SWITCH HOUSING ASSY'","1","SWITCH HOUSING ASSY","Hyundai / KIA","Transmission / Auto Transmission Control","0","0","False","0","2.26","False"
"24322-2T000","real_hk_coarse","exists","Intake & Exhaust Manifold","Engine","intake,exhaust,manifold","FP","WRONG-PART: expected 'intake,exhaust,manifold' but got 'Chain, oil pump drive for Kia Optima (2010-2015)'","2","Chain, oil pump drive for Kia Optima (2010-2015)","Kia"," / Chain, oil pump drive","0","0","False","0","2.36","False"
"86370-Q5500","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'GARNISH - RADIATOR GRILLE'","1","GARNISH - RADIATOR GRILLE","Hyundai / KIA","Body / Mirrors","0","0","False","0","2.19","False"
"97122-N9000","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'DOOR ASSY - INTAKE'","1","DOOR ASSY - INTAKE","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.19","False"
"86111-Q5AX0","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Windscreen'","1","Windscreen","Hyundai / KIA","/ Windscreen","0","0","False","0","3.22","False"
"91501-R5130","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.16","False"
"88350-P1090","real_hk_coarse","exists","Instrument Panel / Dashboard","Interior","instrument,panel,dashboard","FN","no results","0","","","","0","0","False","0","3.21","False"
"58110-AO000","real_hk_coarse","exists","Front Brake Pad / Disc","Brakes","front,brake,pad,disc","FP","WRONG-PART: expected 'front,brake,pad,disc' but got 'Brake Caliper'","1","Brake Caliper","Hyundai / KIA","/ Brake Caliper","0","0","False","0","3.22","False"
"88600-R5545","real_hk_coarse","exists","Instrument Panel / Dashboard","Interior","instrument,panel,dashboard","FP","WRONG-PART: expected 'instrument,panel,dashboard' but got 'Rear Seat Belt Assembly'","1","Rear Seat Belt Assembly","Hyundai / KIA","Interior / Seat Belt - Rear","0","0","False","0","4.22","False"
"91570-R0510","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","4.08","False"
"96125-CV000","real_hk_coarse","exists","Battery","Electrical","battery","FP","WRONG-PART: expected 'battery' but got 'CHARGER ASSY - USB'","1","CHARGER ASSY - USB","Hyundai / KIA","Electrical / Battery","0","0","False","0","2.17","False"
"91861-K0520","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'Air Filter'","1","Air Filter","Hyundai / KIA","Engine / Air Filter","0","0","False","0","4.13","False"
"72800-R5300","real_hk_coarse","exists","Front Door","Body","front,door","FN","no results","0","","","","0","0","False","0","3.26","False"
"47362-4G100","real_hk_coarse","exists","Transfer Case","Drivetrain","transfer,case","FP","WRONG-PART: expected 'transfer,case' but got 'BEARING'","1","BEARING","Hyundai / KIA","Drivetrain / Transfer Case","0","0","False","0","3.25","False"
"25451-Q4720","real_hk_coarse","exists","Fuel System","Engine","fuel,system","FP","WRONG-PART: expected 'fuel,system' but got 'HOSE - RADIATOR TO RESERVOIR'","1","HOSE - RADIATOR TO RESERVOIR","Hyundai / KIA","Engine / Fuel System","0","0","False","0","2.26","False"
"43209-2N321","real_hk_coarse","exists","Automatic Transmission","Transmission","automatic,transmission","FP","WRONG-PART: expected 'automatic,transmission' but got 'SPACER'","1","SPACER","Hyundai / KIA","Transmission / Automatic Transmission","0","0","False","0","2.2","False"
"91971-F9300","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'PROTECTOR - MULTI BOX,LH'","1","PROTECTOR - MULTI BOX,LH","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.22","False"
"91981-H2010","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'GROMMET'","1","GROMMET","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.22","False"
"71560-P2100","real_hk_coarse","exists","Bumper","Body","bumper","FP","WRONG-PART: expected 'bumper' but got 'EXTENSION ASSY - QTR OTR RR RH'","1","EXTENSION ASSY - QTR OTR RR RH","Hyundai / KIA","Body / Bumper","0","0","False","0","3.23","False"
"86821-Q5000","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Panelling, mudguard'","2","Panelling, mudguard","Hyundai / KIA"," / Panelling, mudguard","0","0","False","0","2.29","False"
"09474-4E200","real_hk_unseeded","exists","Unknown","Unknown","","FN","no results","0","","","","0","0","False","0","0.73","False"
"86390-DWEA0","real_hk_coarse","exists","Mirrors","Body","mirrors","FN","no results","0","","","","0","0","False","0","3.23","False"
"91115-G5410","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","4.22","False"
"25120-2CTA0","real_hk_coarse","exists","Fuel Pump","Engine","fuel,pump","FP","WRONG-PART: expected 'fuel,pump' but got 'Fuel filter'","2","Fuel filter","Hyundai / KIA","Engine / Fuel Filter","0","0","False","0","3.13","False"
"25451-47200","real_hk_coarse","exists","Fuel System","Engine","fuel,system","FN","no results","0","","","","0","0","False","0","3.17","False"
"83654-R0100","real_hk_coarse","exists","Sunroof","Body","sunroof","FP","WRONG-PART: expected 'sunroof' but got 'PAD - DOOR OUTSIDE HANDLE,LH'","1","PAD - DOOR OUTSIDE HANDLE,LH","Hyundai / KIA","Body / Sunroof","0","0","False","0","3.16","False"
"45501-4G130","real_hk_coarse","exists","Manual Transmission","Transmission","manual,transmission","FP","WRONG-PART: expected 'manual,transmission' but got 'Steering Linkage'","2","Steering Linkage","Hyundai / KIA","/ Steering Linkage","0","0","False","0","3.2","False"
"81560-L2000","real_hk_coarse","exists","Weatherstrip & Seal","Body","weatherstrip,seal","FP","WRONG-PART: expected 'weatherstrip,seal' but got 'Combination Rearlight for Kia K5 (2020+)'","2","Combination Rearlight for Kia K5 (2020+)","Kia","/ Combination Rearlight","0","0","False","0","2.25","False"
"91931-R0010","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'BRKT - WIRING MTG'","2","BRKT - WIRING MTG","Hyundai / KIA","Electrical / Wiring Harness","0","0","False","0","2.17","False"
"55262-AR000","real_hk_coarse","exists","Rear Suspension","Suspension","rear,suspension","FP","WRONG-PART: expected 'rear,suspension' but got 'PLATE(B)'","1","PLATE(B)","Hyundai / KIA","Suspension / Rear Suspension","0","0","False","0","2.22","False"
"32450-2S098","real_hk_coarse","exists","Front Drive Shaft","Drivetrain","front,drive,shaft","FP","WRONG-PART: expected 'front,drive,shaft' but got 'Ignition Switch Key for Hyundai Tucson (2010-2015)'","1","Ignition Switch Key for Hyundai Tucson (2010-2015)","Hyundai","Engine / Ignition Switch","0","0","False","0","3.15","False"
"97107-L1000","real_hk_coarse","exists","Compressor A/C","HVAC","compressor","FP","WRONG-PART: expected 'compressor' but got 'COVER - DUST'","1","COVER - DUST","Hyundai / KIA","HVAC / Compressor A/C","0","0","False","0","2.18","False"
"39363-2M480","real_hk_coarse","exists","Sensors & Control","Electrical","sensors,control","FP","WRONG-PART: expected 'sensors,control' but got 'HOSE - DIFF PRESSURE C'","1","HOSE - DIFF PRESSURE C","Hyundai / KIA","Electrical / Sensors & Control","0","0","False","0","3.16","False"
"46356-2F600","real_hk_coarse","exists","Auto Transmission Control","Transmission","auto,transmission,control","FP","WRONG-PART: expected 'auto,transmission,control' but got 'SPRING - COIL'","2","SPRING - COIL","Hyundai / KIA","Transmission / Auto Transmission Control","0","0","False","0","3.11","False"
"21772-J5100","real_hk_coarse","exists","Engine Block & Internals","Engine","engine,block,internals","FP","WRONG-PART: expected 'engine,block,internals' but got 'INSULATOR - RR'","1","INSULATOR - RR","Hyundai / KIA","Engine / Engine Block & Internals","0","0","False","0","2.32","False"
"21950-N9110","real_hk_coarse","exists","Engine Block & Internals","Engine","engine,block,internals","FP","WRONG-PART: expected 'engine,block,internals' but got 'Engine Mounting for Hyundai Tucson (2020+)'","2","Engine Mounting for Hyundai Tucson (2020+)","Hyundai","/ Engine Mounting","0","0","False","0","2.21","False"
"91445-K0050","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","4.1","False"
"39110-3N506","real_hk_coarse","exists","Sensors & Control","Electrical","sensors,control","FN","no results","0","","","","0","0","False","0","4.17","False"
"82420-P1010","real_hk_coarse","exists","Glass / Windshield","Body","glass,windshield","FP","WRONG-PART: expected 'glass,windshield' but got 'Side Window (Front Right) for Kia Sportage (2021+)'","2","Side Window (Front Right) for Kia Sportage (2021+)","Kia","/ Side Window","0","0","False","0","2.15","False"
"91956-R5121","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FN","no results","0","","","","0","0","False","0","3.16","False"
"91921-H9300","real_hk_coarse","exists","Wiring Harness","Electrical","wiring,harness","FP","WRONG-PART: expected 'wiring,harness' but got 'Sensor, wheel speed'","2","Sensor, wheel speed","Hyundai / KIA"," / Sensor, wheel speed","0","0","False","0","2.29","False"
"86822-M7500","real_hk_coarse","exists","Mirrors","Body","mirrors","FP","WRONG-PART: expected 'mirrors' but got 'Panelling, mudguard (Rear)'","1","Panelling, mudguard (Rear)","Hyundai / KIA"," / Panelling, mudguard","0","0","False","0","3.25","False"
"66910-P2000","real_hk_coarse","exists","Rear Body / Trunk","Body","rear,body,trunk","FP","WRONG-PART: expected 'rear,body,trunk' but got 'HINGEASSY - HOODLH'","1","HINGEASSY - HOODLH","Hyundai / KIA","Body / Rear Body / Trunk","1","0","False","1","2.17","False"
"89551-S9710","real_hk_coarse","exists","Air Bag System","Safety","air,bag,system","FP","WRONG-PART: expected 'air,bag,system' but got 'Piston Ring Kit'","1","Piston Ring Kit","Hyundai / KIA","/ Piston Ring Kit","0","0","False","0","4.02","False"
"97133-D3000","real_hk_seeded","exists","Cabin Air Filter","HVAC","cabin,air,filter","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","20","Filter, interior air for Hyundai Tucson (2015-2020)","Hyundai","HVAC / Cabin Air Filter","0","0","False","0","11.16","False"
"58302-K0A00","real_hk_seeded","exists","Brake Pad Set - Rear","Brakes","brake,pad,set,rear","TP","correct-but-poor: only 2 replacements (AM=0 OEMxRef=2 sup=False)","4","Brake Pad Set, disc brake","Hyundai / KIA","Brakes / Brake Pad Set","0","2","False","2","12.1","False"
"25310-Q5550","real_hk_seeded","exists","Radiator","Cooling","radiator","TP","correct-but-poor: only 0 replacements (AM=0 OEMxRef=0 sup=False)","1","RADIATOR ASSEMBLY","Hyundai / KIA","Engine / Fuel Injector","0","0","False","0","4.27","False"
